"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"
1	3	"ARRELA_RANACR_FESARU"	NA	NA	NA
1	3	"ARRELA_RANACR_RUMACE"	NA	NA	NA
1	3	"ARRELA_RANACR_ERYNGE"	NA	NA	NA
1	3	"ARRELA_RANACR_ACHMIL"	NA	NA	NA
1	3	"ARRELA_RANACR_MEDARA"	NA	NA	NA
1	3	"ARRELA_RANACR_FESRUB"	NA	NA	NA
1	3	"ARRELA_RANACR_LOTCOR"	NA	NA	NA
1	3	"ARRELA_RANACR_CREPIS"	NA	NA	NA
1	3	"ARRELA_RANACR_ONOREP"	NA	NA	NA
1	3	"ARRELA_RANACR_POATRI"	NA	NA	NA
1	3	"ARRELA_RANACR_PICECH"	NA	NA	NA
1	3	"ARRELA_RANACR_GERDIS"	NA	NA	NA
1	3	"ARRELA_RANACR_TRIFLA"	NA	NA	NA
1	3	"ARRELA_RANACR_VERPER"	NA	NA	NA
1	3	"ARRELA_RANACR_ANTODO"	NA	NA	NA
1	3	"ARRELA_POAPRA_POAANG"	NA	NA	NA
1	3	"ARRELA_POAPRA_SALPRA"	0	143.794746883138	NA
1	3	"ARRELA_POAPRA_CENJAC"	NA	NA	NA
1	3	"ARRELA_POAPRA_FESARU"	NA	NA	NA
1	3	"ARRELA_POAPRA_RUMACE"	0.00286660361171928	158.105434005891	0
1	3	"ARRELA_POAPRA_ERYNGE"	NA	NA	NA
1	3	"ARRELA_POAPRA_ACHMIL"	NA	NA	NA
1	3	"ARRELA_POAPRA_MEDARA"	NA	NA	NA
1	3	"ARRELA_POAPRA_FESRUB"	0.010753896641927	159.811529081059	0
1	3	"ARRELA_POAPRA_LOTCOR"	0	151.961605858711	NA
1	3	"ARRELA_POAPRA_CREPIS"	NA	NA	NA
1	3	"ARRELA_POAPRA_ONOREP"	NA	NA	NA
1	3	"ARRELA_POAPRA_POATRI"	0	148.441696094165	NA
1	3	"ARRELA_POAPRA_PICECH"	NA	NA	NA
1	3	"ARRELA_POAPRA_GERDIS"	NA	NA	NA
1	3	"ARRELA_POAPRA_TRIFLA"	NA	NA	NA
1	3	"ARRELA_POAPRA_VERPER"	NA	NA	NA
1	3	"ARRELA_POAPRA_ANTODO"	NA	NA	NA
1	3	"ARRELA_POAANG_SALPRA"	NA	NA	NA
1	3	"ARRELA_POAANG_CENJAC"	NA	NA	NA
1	3	"ARRELA_POAANG_FESARU"	NA	NA	NA
1	3	"ARRELA_POAANG_RUMACE"	NA	NA	NA
1	3	"ARRELA_POAANG_ERYNGE"	NA	NA	NA
1	3	"ARRELA_POAANG_ACHMIL"	NA	NA	NA
1	3	"ARRELA_POAANG_MEDARA"	NA	NA	NA
1	3	"ARRELA_POAANG_FESRUB"	0.0649149880233042	159.573176002874	0
1	3	"ARRELA_POAANG_LOTCOR"	NA	NA	NA
1	3	"ARRELA_POAANG_CREPIS"	NA	NA	NA
1	3	"ARRELA_POAANG_ONOREP"	NA	NA	NA
1	3	"ARRELA_POAANG_POATRI"	0.0207331472214449	142.664321332231	0
1	3	"ARRELA_POAANG_PICECH"	NA	NA	NA
1	3	"ARRELA_POAANG_GERDIS"	1.64785161887843	121.745772575829	0
1	3	"ARRELA_POAANG_TRIFLA"	NA	NA	NA
1	3	"ARRELA_POAANG_VERPER"	NA	NA	NA
1	3	"ARRELA_POAANG_ANTODO"	NA	NA	NA
1	3	"ARRELA_SALPRA_CENJAC"	NA	NA	NA
1	3	"ARRELA_SALPRA_FESARU"	NA	NA	NA
1	3	"ARRELA_SALPRA_RUMACE"	NA	NA	NA
1	3	"ARRELA_SALPRA_ERYNGE"	NA	NA	NA
1	3	"ARRELA_SALPRA_ACHMIL"	NA	NA	NA
1	3	"ARRELA_SALPRA_MEDARA"	7.2527146667128e-05	141.245966290656	0
1	3	"ARRELA_SALPRA_FESRUB"	0	151.573871736645	NA
1	3	"ARRELA_SALPRA_LOTCOR"	NA	NA	NA
1	3	"ARRELA_SALPRA_CREPIS"	NA	NA	NA
1	3	"ARRELA_SALPRA_ONOREP"	0	129.038259651832	NA
1	3	"ARRELA_SALPRA_POATRI"	NA	NA	NA
1	3	"ARRELA_SALPRA_PICECH"	0	150.420657799298	NA
1	3	"ARRELA_SALPRA_GERDIS"	NA	NA	NA
1	3	"ARRELA_SALPRA_TRIFLA"	NA	NA	NA
1	3	"ARRELA_SALPRA_VERPER"	0	152.63923229768	NA
1	3	"ARRELA_SALPRA_ANTODO"	NA	NA	NA
1	3	"ARRELA_CENJAC_FESARU"	NA	NA	NA
1	3	"ARRELA_CENJAC_RUMACE"	NA	NA	NA
1	3	"ARRELA_CENJAC_ERYNGE"	NA	NA	NA
1	3	"ARRELA_CENJAC_ACHMIL"	NA	NA	NA
1	3	"ARRELA_CENJAC_MEDARA"	0.012255019788413	153.850644792069	0
1	3	"ARRELA_CENJAC_FESRUB"	NA	NA	NA
1	3	"ARRELA_CENJAC_LOTCOR"	NA	NA	NA
1	3	"ARRELA_CENJAC_CREPIS"	NA	NA	NA
1	3	"ARRELA_CENJAC_ONOREP"	NA	NA	NA
1	3	"ARRELA_CENJAC_POATRI"	NA	NA	NA
1	3	"ARRELA_CENJAC_PICECH"	NA	NA	NA
