"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"	"cv"	"dominance"	"SKR"	"skewness"	"kurtosis"	"PNR"
1	3	"DAUCAR_ONOREP_VERPER"	0.545155996374855	27.9284521762831	1	3.55099703000152	-1.05402805716328	0.385839581460936	1.33707227085425	4.6334340575381	0.424682250929474
1	3	"DAUCAR_ONOREP_ANTODO"	0.819191888591063	10.857259840298	1	1.17764431754382	NA	1.39748159450369	1.77038775954729	2.24280078641607	NA
1	3	"DAUCAR_POATRI_PICECH"	1.72906323347331	76.621537070498	0	-1.86026339266786	NA	0.633165658290567	1.62484907422436	4.16973738142347	0.344075993014748
1	3	"DAUCAR_POATRI_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_POATRI_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_POATRI_VERPER"	0.738728528567499	88.6740826538717	0	-2.75196657078844	NA	0.889763255969194	-2.46214509568337	6.81322636277484	-0.329846618432556
1	3	"DAUCAR_POATRI_ANTODO"	1.29426705900821	9.20231110118985	1	2.24505338310077	-0.459433491064576	0.94314782902493	2.52939372767873	6.78348868833732	1.09706109983741
1	3	"DAUCAR_PICECH_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_PICECH_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_PICECH_VERPER"	0.955405694497445	75.8968705863241	0	-3.20171062561744	NA	0.955811863502658	-2.79785351826277	8.18987983782603	-0.472701705704841
1	3	"DAUCAR_PICECH_ANTODO"	1	6.14627186736625	1	1.97445719036241	-1.02774876160879	0.977136320061489	2.76047511948532	7.79852588512725	NA
1	3	"DAUCAR_GERDIS_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_GERDIS_VERPER"	NA	111.021114853124	0	-3.29564265123485	NA	0.953610021456187	-2.79720313668393	8.20497395353129	-0.544251167214443
1	3	"DAUCAR_GERDIS_ANTODO"	0.0038601065681837	24.4398187487641	0	1.52673110524807	NA	0.952144666728333	2.64108851474055	7.32593353346448	2.74541729938782
1	3	"DAUCAR_TRIFLA_VERPER"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"DAUCAR_TRIFLA_ANTODO"	0.0395591210063167	39.2569784611846	0	2.0792939088288	NA	0.973929420306443	2.73078226048593	7.6567886734937	1.29791141587165
1	3	"DAUCAR_VERPER_ANTODO"	1.76896833336873	39.4400142142532	1	5.71337411206302	-0.740884779113883	0.0367590197523581	0.36297728161074	3.58422253512541	0.26543359233277
1	3	"GALVER_PLALAN_TRIPRA"	0	113.591889510056	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_LEUVUL"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_TAROFF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_RANACR"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_POAPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_POAANG"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_SALPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_CENJAC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_FESARU"	0.116926498050036	102.580969416866	0	-46.1321514050102	NA	0.0183543683316768	-0.247905223792562	3.34835821495283	-0.0823095246585516
1	3	"GALVER_PLALAN_RUMACE"	1.99688886567135	51.0240769652006	0	2.00689560718068	0.109650723226705	0.0848911888254835	0.567507063645681	3.79384800405885	0.190452362733586
1	3	"GALVER_PLALAN_ERYNGE"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_ACHMIL"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_MEDARA"	1.57650366418046	95.4263342025824	0	2.16837819079782	-0.856802668633723	0.945891670593339	2.68208460964342	7.60507579982567	0.779289101509973
1	3	"GALVER_PLALAN_FESRUB"	NA	NA	NA	NA	NA	NA	NA	NA	NA
